Review,Label
One star!,Negative
Extremely unhappy!,Negative
Bad quality!,Negative
Worst ever!,Negative
Bad experience.,Negative
Bad quality.,Negative
Very disappointed!!,Negative
Terrible.,Negative
Terrible.,Negative
Frustrating!,Negative
Very disappointed!!,Negative
Terrible.,Negative
Bad quality.,Negative
Bad quality!,Negative
Broken.,Negative
Completely useless.,Negative
Poor product!!,Negative
One star!!,Negative
Bad quality.,Negative
Terrible.,Negative
Broken.,Negative
Completely useless.,Negative
Horrible experience.,Negative
Worst ever!!,Negative
Frustrating!,Negative
Awful service!,Negative
Broken!!,Negative
Worst ever.,Negative
Disappointed!,Negative
Worst ever.,Negative
Poor product.,Negative
Never again!,Negative
Would not recommend.,Negative
Awful service.,Negative
Terrible!,Negative
Completely useless!,Negative
Cheaply made!,Negative
Terrible.,Negative
Poor product!,Negative
Poor product!!,Negative
Waste of money!,Negative
Very disappointed.,Negative
Worst ever.,Negative
Disappointed.,Negative
Broken!!,Negative
Not satisfied.,Negative
I hate this.,Negative
Broken.,Negative
Very poor.,Negative
Horrible experience!,Negative
Broken!!,Negative
Terrible.,Negative
Worst ever.,Negative
Very poor!!,Negative
Completely useless!,Negative
Frustrating!!,Negative
Horrible experience!,Negative
Broken!!,Negative
Worst ever!!,Negative
Not satisfied!!,Negative
Worst ever.,Negative
Terrible!,Negative
Worst ever!,Negative
Bad quality!,Negative
Terrible!,Negative
Unacceptable!,Negative
Bad experience!,Negative
Bad experience!!,Negative
Cheaply made.,Negative
Poor product!,Negative
Not satisfied!,Negative
Extremely unhappy!,Negative
Completely useless!,Negative
Would not recommend.,Negative
Not satisfied.,Negative
Never again!,Negative
Extremely dissatisfied!!,Negative
One star.,Negative
Regret buying.,Negative
Terrible!!,Negative
Would not recommend.,Negative
Broken!,Negative
Terrible!,Negative
Bad quality!!,Negative
Waste of money.,Negative
Bad experience!,Negative
Disappointed!!,Negative
One star.,Negative
Cheaply made!,Negative
Very poor.,Negative
Worst ever.,Negative
Terrible!!,Negative
Frustrating!!,Negative
Bad experience!!,Negative
Terrible.,Negative
Frustrating!!,Negative
Poor product!,Negative
Never again!!,Negative
Terrible!,Negative
Regret buying!,Negative
Frustrating.,Negative
Terrible.,Negative
Extremely unhappy!,Negative
Very disappointed.,Negative
Would not recommend!!,Negative
Broken!,Negative
I hate this!!,Negative
Cheaply made!!,Negative
Awful service!,Negative
Horrible experience!,Negative
Never again!!,Negative
Regret buying!,Negative
Disappointed!,Negative
